vaccinationCenterName,location,vaccineName,vaccinationDate,totalRegistrations,totalBoys,totalGirls
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,Pfizer-BioNTech,2020-10-24,453,210,223
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Pfizer-BioNTech,2023-10-02,283,227,8
Uhc 1 Kathmandu Metropolitan City,Naxal,AstraZeneca,2023-11-08,309,87,67
Uhc 9 Kathmandu Metropolitan City,Gaushala,Sinopharm,2024-02-27,466,213,173
Uhc 6 Kathmandu Metropolitan City,Baudhha,Sinopharm,2021-03-09,265,54,170
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Sinopharm,2021-04-01,51,2,12
Uhc 25 Kathmandu Metropolitan City,Masan Galli,AstraZeneca,2023-11-10,357,301,3
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2021-06-22,232,51,0
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Pfizer-BioNTech,2021-05-23,238,199,3
Uhc 14 Kathmandu Metropolitan City,Kalanki,Pfizer-BioNTech,2023-03-03,272,33,11
Uhc 4 Kathmandu Metropolitan City,Balwatar,Sinopharm,2022-10-26,353,76,272
Uhc 14 Kathmandu Metropolitan City,Kalanki,Sinopharm,2022-06-01,331,301,2
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Pfizer-BioNTech,2023-01-30,388,349,9
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Pfizer-BioNTech,2024-02-17,39,38,1
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Moderna,2022-01-23,127,123,3
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Sinopharm,2023-02-02,398,87,170
Uhc 4 Kathmandu Metropolitan City,Balwatar,Pfizer-BioNTech,2022-06-19,107,71,4
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,AstraZeneca,2022-10-09,258,21,130
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Sinopharm,2020-11-03,252,159,31
Uhc 14 Kathmandu Metropolitan City,Kalanki,Pfizer-BioNTech,2021-07-31,208,148,40
Uhc 13 Kathmandu Metropolitan City,Kalimati,Sinopharm,2021-06-28,329,318,3
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2022-05-04,198,70,120
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Johnson & Johnson,2022-04-04,424,26,166
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Pfizer-BioNTech,2022-06-06,78,29,23
Uhc 13 Kathmandu Metropolitan City,Kalimati,Sinopharm,2021-05-19,94,69,20
Uhc 14 Kathmandu Metropolitan City,Kalanki,Sinopharm,2023-07-27,70,0,8
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Sinopharm,2021-06-23,481,217,80
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,AstraZeneca,2022-09-15,412,125,19
Uhc 4 Kathmandu Metropolitan City,Balwatar,Pfizer-BioNTech,2023-07-18,239,7,108
Uhc 1 Kathmandu Metropolitan City,Naxal,Pfizer-BioNTech,2022-04-08,209,11,132
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Sinopharm,2022-03-09,433,2,55
Uhc 1 Kathmandu Metropolitan City,Naxal,AstraZeneca,2023-08-02,185,139,17
Uhc 25 Kathmandu Metropolitan City,Masan Galli,AstraZeneca,2022-01-16,370,288,57
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Sinopharm,2023-12-08,213,138,44
Uhc 13 Kathmandu Metropolitan City,Kalimati,AstraZeneca,2021-01-18,347,156,45
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Sinopharm,2023-06-02,266,196,58
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,AstraZeneca,2023-11-03,241,216,16
Uhc 14 Kathmandu Metropolitan City,Kalanki,AstraZeneca,2021-01-02,293,212,60
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Pfizer-BioNTech,2023-08-17,55,19,2
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Pfizer-BioNTech,2023-03-05,391,59,246
Uhc 7 Kathmandu Metropolitan City,Mitrapark,AstraZeneca,2022-02-08,327,23,293
Uhc 15 Kathmandu Metropolitan City,Dallu,Pfizer-BioNTech,2022-08-04,422,74,287
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,AstraZeneca,2021-10-27,482,302,153
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2021-11-24,355,51,149
Uhc 9 Kathmandu Metropolitan City,Gaushala,Sinopharm,2021-10-19,138,124,1
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Pfizer-BioNTech,2022-08-03,369,113,169
Uhc 32 Kathmandu Metropolitan City,Koteshwor,AstraZeneca,2023-04-11,386,148,229
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2023-04-21,97,56,26
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Sinopharm,2021-03-26,472,311,91
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2022-04-20,205,4,169
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Pfizer-BioNTech,2021-06-08,140,58,56
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Sinopharm,2024-01-09,125,102,9
Uhc 18 Kathmandu Metropolitan City,Nardevi,Moderna,2020-12-15,115,32,71
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2021-02-05,104,43,47
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,AstraZeneca,2023-09-05,212,198,8
Uhc 12 Kathmandu Metropolitan City,Teku,AstraZeneca,2021-02-21,129,55,3
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Sinopharm,2022-10-22,132,131,1
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2022-02-06,228,169,17
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,AstraZeneca,2021-09-13,472,395,32
Uhc 16 Kathmandu Metropolitan City,Balaju,Pfizer-BioNTech,2023-05-27,167,29,83
Uhc 14 Kathmandu Metropolitan City,Kalanki,Pfizer-BioNTech,2021-05-11,54,33,8
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Johnson & Johnson,2020-10-13,225,138,36
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2022-08-12,266,206,9
Uhc 19 Kathmandu Metropolitan City,Damai Tol,AstraZeneca,2022-08-29,470,404,7
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Sinopharm,2021-04-20,469,347,101
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Johnson & Johnson,2022-04-19,322,87,21
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Moderna,2023-10-10,71,49,2
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Pfizer-BioNTech,2021-03-04,249,116,45
Uhc 13 Kathmandu Metropolitan City,Kalimati,AstraZeneca,2022-03-22,413,133,189
Uhc 9 Kathmandu Metropolitan City,Gaushala,Pfizer-BioNTech,2021-07-11,237,77,74
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Sinopharm,2023-05-04,291,290,1
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2023-02-04,126,73,22
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Johnson & Johnson,2021-10-05,392,205,49
Uhc 7 Kathmandu Metropolitan City,Mitrapark,AstraZeneca,2021-03-27,100,4,42
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Pfizer-BioNTech,2022-10-02,273,22,205
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2021-12-05,43,21,13
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Sinopharm,2021-06-13,358,207,146
Uhc 7 Kathmandu Metropolitan City,Mitrapark,AstraZeneca,2023-05-10,307,258,16
Uhc 24 Kathmandu Metropolitan City,Makhan,Sinopharm,2020-11-03,127,73,3
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Pfizer-BioNTech,2023-06-03,182,121,3
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Pfizer-BioNTech,2022-09-03,327,305,6
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2023-01-05,242,228,12
Uhc 4 Kathmandu Metropolitan City,Balwatar,Sinopharm,2021-11-27,391,110,239
Uhc 25 Kathmandu Metropolitan City,Masan Galli,AstraZeneca,2023-10-21,67,45,1
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,Pfizer-BioNTech,2021-10-12,377,241,51
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,AstraZeneca,2021-09-11,366,3,231
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Sinopharm,2022-10-27,491,284,16
Uhc 4 Kathmandu Metropolitan City,Balwatar,AstraZeneca,2020-11-16,495,92,28
Uhc 6 Kathmandu Metropolitan City,Baudhha,AstraZeneca,2022-06-24,155,114,32
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Pfizer-BioNTech,2023-05-06,250,246,4
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2021-02-16,355,181,133
Uhc 6 Kathmandu Metropolitan City,Baudhha,Pfizer-BioNTech,2023-06-17,494,483,9
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,AstraZeneca,2024-02-28,233,212,7
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Pfizer-BioNTech,2024-02-11,314,69,242
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Sinopharm,2021-10-29,377,254,45
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Pfizer-BioNTech,2023-08-29,259,58,39
Uhc 17 Kathmandu Metropolitan City,Chhetrapati,Pfizer-BioNTech,2024-02-27,228,30,178
Uhc 4 Kathmandu Metropolitan City,Balwatar,AstraZeneca,2023-06-25,137,83,35
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Pfizer-BioNTech,2022-12-05,107,31,74
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Sinopharm,2022-02-21,302,217,26
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Pfizer-BioNTech,2022-08-31,190,190,0
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Pfizer-BioNTech,2021-05-02,90,64,5
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Pfizer-BioNTech,2023-07-10,466,52,58
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Sinopharm,2023-12-27,132,51,47
Uhc 13 Kathmandu Metropolitan City,Kalimati,AstraZeneca,2023-07-29,423,20,355
Uhc 23 Kathmandu Metropolitan City,Om Bahal,AstraZeneca,2022-08-29,490,363,2
Uhc 24 Kathmandu Metropolitan City,Makhan,AstraZeneca,2020-11-21,126,74,41
Uhc 16 Kathmandu Metropolitan City,Balaju,Pfizer-BioNTech,2021-02-26,263,99,132
Uhc 18 Kathmandu Metropolitan City,Nardevi,Sinopharm,2021-03-14,271,252,14
Uhc 14 Kathmandu Metropolitan City,Kalanki,Pfizer-BioNTech,2022-12-24,362,286,56
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2022-04-29,127,54,8
Uhc 15 Kathmandu Metropolitan City,Dallu,Pfizer-BioNTech,2022-02-01,291,30,106
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Pfizer-BioNTech,2023-12-16,379,359,11
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Pfizer-BioNTech,2022-08-11,122,4,36
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2023-08-03,247,162,70
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Sinopharm,2023-01-23,345,34,293
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,AstraZeneca,2023-10-24,335,279,46
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Pfizer-BioNTech,2022-04-07,471,237,155
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Sinopharm,2023-09-06,301,176,56
Uhc 31 Kathmandu Metropolitan City,Shantinagar,Pfizer-BioNTech,2021-11-03,351,254,29
Uhc 4 Kathmandu Metropolitan City,Balwatar,AstraZeneca,2020-11-08,367,321,34
Uhc 19 Kathmandu Metropolitan City,Damai Tol,AstraZeneca,2022-10-05,170,16,153
Uhc 6 Kathmandu Metropolitan City,Baudhha,Pfizer-BioNTech,2022-01-30,141,85,12
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Sinopharm,2020-11-04,306,147,72
Uhc 5 Kathmandu Metropolitan City,Hadigaun,AstraZeneca,2020-12-12,462,323,99
Uhc 22 Kathmandu Metropolitan City,Te Bahal,AstraZeneca,2021-06-06,211,65,102
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2022-09-08,411,36,233
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Pfizer-BioNTech,2022-06-30,196,73,10
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2022-08-24,462,405,55
Uhc 16 Kathmandu Metropolitan City,Balaju,AstraZeneca,2023-01-04,272,70,141
Uhc 12 Kathmandu Metropolitan City,Teku,Sinopharm,2023-04-04,178,122,21
Uhc 18 Kathmandu Metropolitan City,Nardevi,Sinopharm,2021-05-07,428,158,259
Uhc 14 Kathmandu Metropolitan City,Kalanki,Johnson & Johnson,2022-02-04,437,16,28
Uhc 18 Kathmandu Metropolitan City,Nardevi,AstraZeneca,2022-10-12,458,388,67
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Pfizer-BioNTech,2022-03-30,66,26,7
Uhc 4 Kathmandu Metropolitan City,Balwatar,Pfizer-BioNTech,2022-02-26,202,66,64
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2021-05-05,362,158,12
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2020-11-15,349,192,57
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Sinopharm,2023-11-17,437,53,331
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2021-06-18,374,203,17
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2020-10-24,40,11,10
Uhc 23 Kathmandu Metropolitan City,Om Bahal,AstraZeneca,2022-11-22,99,99,0
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Pfizer-BioNTech,2023-01-24,55,32,18
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Sinopharm,2024-01-18,175,90,20
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Sinopharm,2021-10-14,206,65,64
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Sinopharm,2021-01-03,341,244,53
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Johnson & Johnson,2020-12-22,432,35,366
Uhc 10 Kathmandu Metropolitan City,Baneshwor,AstraZeneca,2021-09-06,274,105,93
Uhc 24 Kathmandu Metropolitan City,Makhan,Sinopharm,2021-02-23,224,175,39
Uhc 13 Kathmandu Metropolitan City,Kalimati,AstraZeneca,2021-02-28,386,17,240
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Sinopharm,2021-08-27,195,8,181
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,Pfizer-BioNTech,2023-12-29,424,398,3
Uhc 9 Kathmandu Metropolitan City,Gaushala,Sinopharm,2023-09-21,167,106,17
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2021-08-19,235,232,1
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Pfizer-BioNTech,2023-09-17,364,174,160
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2021-03-10,379,332,21
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Sinopharm,2022-04-23,226,148,72
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,AstraZeneca,2022-05-05,211,41,62
Uhc 18 Kathmandu Metropolitan City,Nardevi,AstraZeneca,2021-05-19,412,295,65
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2021-08-02,133,61,52
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Moderna,2021-10-06,241,96,88
Uhc 16 Kathmandu Metropolitan City,Balaju,AstraZeneca,2022-08-11,251,182,19
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Johnson & Johnson,2022-01-12,43,43,0
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Sinopharm,2022-08-01,165,140,9
Uhc 13 Kathmandu Metropolitan City,Kalimati,Sinopharm,2022-05-09,431,112,137
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Pfizer-BioNTech,2021-02-19,197,59,28
Uhc 1 Kathmandu Metropolitan City,Naxal,Sinopharm,2022-07-17,97,86,5
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Pfizer-BioNTech,2023-12-12,127,59,37
Uhc 4 Kathmandu Metropolitan City,Balwatar,Sinopharm,2021-07-28,347,94,77
Uhc 12 Kathmandu Metropolitan City,Teku,Sinopharm,2022-12-21,342,176,93
Uhc 14 Kathmandu Metropolitan City,Kalanki,Sinopharm,2021-05-03,49,45,1
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Pfizer-BioNTech,2022-12-21,230,109,80
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Johnson & Johnson,2021-05-14,302,302,0
Uhc 6 Kathmandu Metropolitan City,Baudhha,Sinopharm,2021-09-02,340,261,64
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2022-10-05,479,43,359
Uhc 14 Kathmandu Metropolitan City,Kalanki,Sinopharm,2022-03-15,75,66,1
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Pfizer-BioNTech,2022-10-16,300,281,19
Uhc 12 Kathmandu Metropolitan City,Teku,Sinopharm,2023-06-10,142,96,27
Uhc 6 Kathmandu Metropolitan City,Baudhha,Sinopharm,2022-07-31,65,22,11
Uhc 15 Kathmandu Metropolitan City,Dallu,AstraZeneca,2021-12-20,208,62,102
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,AstraZeneca,2021-04-27,297,259,38
Uhc 18 Kathmandu Metropolitan City,Nardevi,Moderna,2021-03-05,37,21,7
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Pfizer-BioNTech,2023-10-16,49,18,21
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,Sinopharm,2021-07-30,228,210,0
Uhc 12 Kathmandu Metropolitan City,Teku,AstraZeneca,2024-02-20,60,48,5
Uhc 14 Kathmandu Metropolitan City,Kalanki,AstraZeneca,2023-02-12,95,21,9
Uhc 6 Kathmandu Metropolitan City,Baudhha,Sinopharm,2021-09-24,240,77,71
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Pfizer-BioNTech,2021-09-25,424,361,36
Uhc 4 Kathmandu Metropolitan City,Balwatar,Sinopharm,2021-07-30,413,217,173
Uhc 22 Kathmandu Metropolitan City,Te Bahal,AstraZeneca,2021-09-04,352,268,20
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Pfizer-BioNTech,2022-06-25,213,167,31
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Pfizer-BioNTech,2021-08-24,446,392,6
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2021-10-11,379,306,32
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Pfizer-BioNTech,2021-11-10,296,162,78
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Pfizer-BioNTech,2022-08-09,412,64,212
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Sinopharm,2023-02-09,244,153,70
Uhc 8 Kathmandu Metropolitan City,Jai Bageshwori,Sinopharm,2021-02-20,418,352,13
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2022-09-30,464,147,273
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Sinopharm,2022-03-21,490,87,190
Uhc 16 Kathmandu Metropolitan City,Balaju,Pfizer-BioNTech,2023-08-16,371,247,111
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,AstraZeneca,2022-10-19,134,5,28
Uhc 6 Kathmandu Metropolitan City,Baudhha,Sinopharm,2023-07-22,282,86,188
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2021-11-11,340,22,0
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Pfizer-BioNTech,2020-11-20,178,161,1
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2023-12-18,335,223,78
Uhc 12 Kathmandu Metropolitan City,Teku,Sinopharm,2023-01-25,445,443,2
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,AstraZeneca,2022-02-08,39,36,2
Uhc 24 Kathmandu Metropolitan City,Makhan,Pfizer-BioNTech,2024-01-19,462,126,239
Uhc 2 Kathmandu Metropolitan City,Lazimpat,Pfizer-BioNTech,2020-12-17,465,385,28
Uhc 1 Kathmandu Metropolitan City,Naxal,AstraZeneca,2022-11-17,474,171,86
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Pfizer-BioNTech,2023-06-30,295,146,34
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Pfizer-BioNTech,2022-09-19,461,127,178
Uhc 12 Kathmandu Metropolitan City,Teku,Pfizer-BioNTech,2022-05-22,432,136,117
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,Sinopharm,2023-04-09,496,203,266
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Sinopharm,2022-06-20,251,7,73
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Sinopharm,2020-11-23,450,13,66
Uhc 32 Kathmandu Metropolitan City,Koteshwor,AstraZeneca,2023-03-14,191,39,3
Uhc 23 Kathmandu Metropolitan City,Om Bahal,Moderna,2020-11-25,459,174,44
Uhc 14 Kathmandu Metropolitan City,Kalanki,Pfizer-BioNTech,2021-04-20,287,181,27
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2021-09-11,39,25,4
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,Pfizer-BioNTech,2021-11-11,312,244,64
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Pfizer-BioNTech,2022-09-21,78,61,9
Uhc 24 Kathmandu Metropolitan City,Makhan,Pfizer-BioNTech,2020-11-15,467,48,279
Uhc 1 Kathmandu Metropolitan City,Naxal,Moderna,2022-09-10,156,144,3
Uhc 3 Kathmandu Metropolitan City,Maharjgunj,Sinopharm,2021-07-01,56,31,16
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Sinopharm,2023-04-07,93,32,49
Uhc 1 Kathmandu Metropolitan City,Naxal,Moderna,2022-01-03,68,58,2
Uhc 19 Kathmandu Metropolitan City,Damai Tol,AstraZeneca,2023-01-04,93,13,15
Uhc 13 Kathmandu Metropolitan City,Kalimati,Moderna,2022-01-15,111,53,0
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2021-05-24,112,56,19
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,AstraZeneca,2023-01-12,449,259,30
Uhc 25 Kathmandu Metropolitan City,Masan Galli,AstraZeneca,2022-06-01,460,27,259
Uhc 14 Kathmandu Metropolitan City,Kalanki,Pfizer-BioNTech,2023-07-08,399,6,3
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Pfizer-BioNTech,2023-05-29,496,189,270
Uhc 28 Kathmandu Metropolitan City,Purano Buspark,Pfizer-BioNTech,2021-06-18,363,289,18
Uhc 12 Kathmandu Metropolitan City,Teku,Sinopharm,2021-04-18,299,24,56
Uhc 14 Kathmandu Metropolitan City,Kalanki,Pfizer-BioNTech,2023-09-29,368,316,6
Uhc 20 Kathmandu Metropolitan City,Bimsenthan,Sinopharm,2023-06-18,192,59,32
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Pfizer-BioNTech,2021-06-06,440,319,61
Uhc 19 Kathmandu Metropolitan City,Damai Tol,AstraZeneca,2020-11-23,484,450,13
Uhc 15 Kathmandu Metropolitan City,Dallu,Pfizer-BioNTech,2022-09-04,144,131,11
Uhc 16 Kathmandu Metropolitan City,Balaju,Pfizer-BioNTech,2020-12-04,365,119,19
Uhc 18 Kathmandu Metropolitan City,Nardevi,AstraZeneca,2022-10-26,494,61,430
Uhc 1 Kathmandu Metropolitan City,Naxal,Pfizer-BioNTech,2023-04-19,409,217,58
Uhc 4 Kathmandu Metropolitan City,Balwatar,Pfizer-BioNTech,2023-07-02,421,88,116
Uhc 9 Kathmandu Metropolitan City,Gaushala,Moderna,2020-10-30,55,28,11
Uhc 12 Kathmandu Metropolitan City,Teku,Sinopharm,2023-09-04,203,26,135
Uhc 10 Kathmandu Metropolitan City,Baneshwor,Sinopharm,2020-10-09,345,39,104
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Pfizer-BioNTech,2021-12-22,103,51,38
Uhc 24 Kathmandu Metropolitan City,Makhan,Pfizer-BioNTech,2022-01-23,459,287,97
Uhc 16 Kathmandu Metropolitan City,Balaju,Sinopharm,2021-10-30,203,180,5
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2021-02-13,379,242,116
Uhc 26 Kathmandu Metropolitan City,Lainchaur,Moderna,2021-01-08,187,175,4
Uhc 6 Kathmandu Metropolitan City,Baudhha,Sinopharm,2023-01-07,240,122,21
Uhc 24 Kathmandu Metropolitan City,Makhan,AstraZeneca,2023-02-21,252,141,84
Uhc 1 Kathmandu Metropolitan City,Naxal,Moderna,2022-09-28,102,93,1
Uhc 18 Kathmandu Metropolitan City,Nardevi,AstraZeneca,2021-10-26,361,240,29
Uhc 25 Kathmandu Metropolitan City,Masan Galli,Pfizer-BioNTech,2021-12-14,96,4,86
Uhc 21 Kathmandu Metropolitan City,Jhwaa Bahal,AstraZeneca,2022-07-09,449,90,17
Uhc 13 Kathmandu Metropolitan City,Kalimati,Johnson & Johnson,2020-10-14,388,136,184
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Pfizer-BioNTech,2021-12-27,468,333,26
Uhc 32 Kathmandu Metropolitan City,Koteshwor,Sinopharm,2022-05-23,244,100,29
Uhc 6 Kathmandu Metropolitan City,Baudhha,Pfizer-BioNTech,2023-05-04,68,24,19
Uhc 14 Kathmandu Metropolitan City,Kalanki,Sinopharm,2024-02-23,132,131,0
Uhc 19 Kathmandu Metropolitan City,Damai Tol,Pfizer-BioNTech,2022-11-05,435,29,233
Uhc 29 Kathmandu Metropolitan City,Dilibazzar Pipalbot,Sinopharm,2021-09-04,134,78,33
Uhc 15 Kathmandu Metropolitan City,Dallu,Moderna,2022-04-17,231,131,29
Uhc 7 Kathmandu Metropolitan City,Mitrapark,Sinopharm,2022-03-31,484,73,181
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,Sinopharm,2021-09-10,49,8,11
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,AstraZeneca,2023-07-10,485,480,3
Uhc 1 Kathmandu Metropolitan City,Naxal,Pfizer-BioNTech,2022-09-02,475,422,48
Uhc 15 Kathmandu Metropolitan City,Dallu,Pfizer-BioNTech,2023-05-18,284,66,16
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Sinopharm,2022-04-07,484,113,21
Uhc 22 Kathmandu Metropolitan City,Te Bahal,Pfizer-BioNTech,2021-05-13,260,57,123
Uhc 27 Kathmandu Metropolitan City,Maha Bahudha,Sinopharm,2023-08-23,54,18,14
Uhc 18 Kathmandu Metropolitan City,Nardevi,Pfizer-BioNTech,2023-02-27,436,365,43
Uhc 11 Kathmandu Metropolitan City,Babarmahal,Sinopharm,2021-09-30,496,139,240
Uhc 5 Kathmandu Metropolitan City,Hadigaun,Pfizer-BioNTech,2021-02-02,228,90,94
Uhc 30 Kathmandu Metropolitan City,Gyaneshwor,AstraZeneca,2023-09-12,365,196,72
